CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ActivityStartDate,MonitoringLocationIdentifier,OrganizationFormalName,ResultStatusIdentifier
Manganese,0.00019,mg/L,2020-12-02,EVR-RG_BORDER_R1,EVR Operations Limited,Final
Manganese,0.033,mg/L,2020-04-13,21SC60WQ_WQX-CSB-001R,South Carolina Department of Environmental Services,Final
Manganese,0.0063,mg/L,2020-09-23,21FLORAN_WQX-LEZZ,Orange County Environmental (Florida),Final
Manganese,2.54,mg/L,2020-09-02,OREGONDEQ-14326-ORDEQ,Department of Environmental Quality - State of Oregon,Final
Manganese,0.003,mg/L,2020-03-27,MONT_PPL_WQX-939A,Montana PPL Corporation,Final
Manganese,0.00269,mg/L,2020-06-18,EVR-RG_SC,EVR Operations Limited,Final
Manganese,0.00432,mg/L,2020-06-29,EVR-RG_BORDER,EVR Operations Limited,Final
Manganese,0.00788,mg/L,2020-04-08,EVR-RG_GRASMERE,EVR Operations Limited,Final
Manganese,0.042,mg/L,2020-11-12,MONT_PPL_WQX-683A,Montana PPL Corporation,Final
Manganese,2.47,mg/L,2020-08-20,MDEQ_REM_WQX-GW-ST-WS,Montana DEQ Remediation,Final
Manganese,0.003,mg/L,2020-04-22,MONT_PPL_WQX-PSW-2,Montana PPL Corporation,Final
Manganese,0.11,mg/L,2020-06-03,21NDHDWQ_WQX-384123,North Dakota Department Of Environmental Quality,Final
Manganese,4.38,mg/L,2020-03-05,MONT_PPL_WQX-84SP,Montana PPL Corporation,Final
Manganese,0.0491,mg/L,2020-06-30,ARDEQH2O_WQX-RED0094,Arkansas Department of Environmental Quality,Final
Manganese,0.011,mg/L,2020-11-10,21FLORAN_WQX-BW53,Orange County Environmental (Florida),Final
Manganese,0.0518,mg/L,2020-02-11,ARDEQH2O_WQX-ARK0032,Arkansas Department of Environmental Quality,Final
Manganese,0.00695,mg/L,2020-03-02,EVR-RG_DSELK_L2,EVR Operations Limited,Final
Manganese,0.003,mg/L,2020-03-31,MONT_PPL_WQX-CA-19A,Montana PPL Corporation,Final
Manganese,0.056,mg/L,2020-05-14,21NDHDWQ_WQX-380235,North Dakota Department Of Environmental Quality,Final
Manganese,0.64,mg/L,2020-12-01,MONT_PPL_WQX-SRP-5,Montana PPL Corporation,Final
Manganese,0.00512,mg/L,2020-05-21,EVR-RG_USGOLD,EVR Operations Limited,Final
Manganese,0.027,mg/L,2020-01-23,21SC60WQ_WQX-B-042,South Carolina Department of Environmental Services,Final
Manganese,0.0155,mg/L,2020-06-18,EVR-RG_T4,EVR Operations Limited,Final
Manganese,3.57,mg/L,2020-04-28,MONT_PPL_WQX-PSW-4 OVERFLOW POND,Montana PPL Corporation,Final
Manganese,0.003,mg/L,2020-05-21,21NMEX_WQX-50Willow000.1,NM Environmental Dept./SWQB,Final
Manganese,0.46,mg/L,2020-07-24,42SRBCWQ_WQX-MOUN000.1-4078,Susquehanna River Basin Commission,Final
Manganese,0.25,mg/L,2020-08-25,WVDEP_WQX-5830,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.018,mg/L,2020-10-06,21SC60WQ_WQX-RO-20450,South Carolina Department of Environmental Services,Final
Manganese,0.017,mg/L,2020-06-10,21SC60WQ_WQX-SV-350,South Carolina Department of Environmental Services,Final
Manganese,0.129,mg/L,2020-08-18,MONT_PPL_WQX-601M,Montana PPL Corporation,Final
Manganese,0.0279,mg/L,2020-04-15,MIDNITE_2-SW-4,Midnite Mine Environmental Data,Final
Manganese,2.04,mg/L,2020-03-02,MONT_PPL_WQX-1188S-CCR,Montana PPL Corporation,Final
Manganese,0.00774,mg/L,2020-05-05,EVR-RG_DSELK,EVR Operations Limited,Final
Manganese,0.008,mg/L,2020-11-03,21AWIC-2587,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.306,mg/L,2020-07-29,MONT_PPL_WQX-EAP-527,Montana PPL Corporation,Final
Manganese,0.016,mg/L,2020-03-23,MONT_PPL_WQX-2015A,Montana PPL Corporation,Final
Manganese,0.044,mg/L,2020-09-02,21SC60WQ_WQX-B-048,South Carolina Department of Environmental Services,Final
Manganese,0.323,mg/L,2020-04-03,MONT_PPL_WQX-372D,Montana PPL Corporation,Final
Manganese,0.334,mg/L,2020-07-07,OREGONDEQ-41022-ORDEQ,Department of Environmental Quality - State of Oregon,Final
Manganese,0.0016,mg/L,2020-08-05,EVR-RG_USGOLD,EVR Operations Limited,Final
Manganese,0.035,mg/L,2020-07-23,21SC60WQ_WQX-MD-275,South Carolina Department of Environmental Services,Final
Manganese,0.0079,mg/L,2020-02-11,21FLORAN_WQX-HB33,Orange County Environmental (Florida),Final
Manganese,9.74,mg/L,2020-03-18,MONT_PPL_WQX-159S-CCR,Montana PPL Corporation,Final
Manganese,0.182,mg/L,2020-09-23,21NDHDWQ_WQX-381174,North Dakota Department Of Environmental Quality,Final
Manganese,0.029,mg/L,2020-08-06,21FLORAN_WQX-LWA,Orange County Environmental (Florida),Final
Manganese,1.1,mg/L,2020-05-28,21NMEX_WQX-50PecosA000.3,NM Environmental Dept./SWQB,Final
Manganese,0.0534,mg/L,2020-09-08,ARDEQH2O_WQX-RED0048B,Arkansas Department of Environmental Quality,Final
Manganese,0.14,mg/L,2020-08-25,21NDHDWQ_WQX-386014,North Dakota Department Of Environmental Quality,Final
Manganese,0.049,mg/L,2020-06-11,21SC60WQ_WQX-E-008A,South Carolina Department of Environmental Services,Final
Manganese,0.0273,mg/L,2020-11-09,ARDEQH2O_WQX-OUA0244,Arkansas Department of Environmental Quality,Final
Manganese,0.00013,mg/L,2020-12-02,EVR-RG_BORDER_L2,EVR Operations Limited,Final
Manganese,0.00166,mg/L,2020-11-04,EVR-RG_DSELK_R1,EVR Operations Limited,Final
Manganese,0.0222,mg/L,2020-02-18,ARDEQH2O_WQX-UWLGR01,Arkansas Department of Environmental Quality,Final
Manganese,0.139,mg/L,2020-07-08,21AWIC-1141,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.0197,mg/L,2020-08-05,USACOEND-COR10020,"U.S. Army Corps of Engineers, Nashville District",Final
Manganese,0.0939,mg/L,2020-04-07,ARDEQH2O_WQX-LARK001A,Arkansas Department of Environmental Quality,Final
Manganese,0.00217,mg/L,2020-12-01,EVR-RG_DSELK_L2,EVR Operations Limited,Final
Manganese,0.00124,mg/L,2020-07-13,EVR-RG_USGOLD,EVR Operations Limited,Final
Manganese,0.185,mg/L,2020-04-29,KAWNATON_WQX-KN-KL-002,"Kaw Nation, Oklahoma (Tribal)",Final
Manganese,0.00035,mg/L,2020-08-26,EVR-RG_ER,EVR Operations Limited,Final
Manganese,0.048,mg/L,2020-02-18,WVDEP_WQX-6616,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.196,mg/L,2020-07-14,21AWIC-4292,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.003,mg/L,2020-11-19,MTNWE-MM-9,Montana NorthWestern Energy,Final
Manganese,0.088,mg/L,2020-03-31,MONT_PPL_WQX-979S,Montana PPL Corporation,Final
Manganese,0.056,mg/L,2020-03-04,WVDEP_WQX-6917,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.016,mg/L,2020-02-12,WVDEP_WQX-6273,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0197,mg/L,2020-06-15,EVR-RG_KERRRD,EVR Operations Limited,Final
Manganese,0.0038,mg/L,2020-05-12,AZDEQ_SW-2059,AZDEQ_SW,Final
Manganese,1.01,mg/L,2020-03-06,MONT_PPL_WQX-936A,Montana PPL Corporation,Final
Manganese,0.013,mg/L,2020-08-06,WVDEP_WQX-17460,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.1,mg/L,2020-09-29,SRSTEPA-SW-GR-2016-05,Standing Rock Sioux Tribe,Final
Manganese,0.35,mg/L,2020-10-13,MONT_PPL_WQX-372D,Montana PPL Corporation,Final
Manganese,0.024,mg/L,2020-10-14,21AWIC-876,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.00786,mg/L,2020-04-28,EVR-RG_BORDER,EVR Operations Limited,Final
Manganese,0.015,mg/L,2020-07-29,21FLORAN_WQX-BC16W,Orange County Environmental (Florida),Final
Manganese,0.096,mg/L,2020-10-08,21AWIC-1766,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.0062,mg/L,2020-04-22,EVR-RG_T4,EVR Operations Limited,Final
Manganese,2.76,mg/L,2020-12-08,MONT_PPL_WQX-80D,Montana PPL Corporation,Final
Manganese,0.193,mg/L,2020-09-29,ARDEQH2O_WQX-OUA0043,Arkansas Department of Environmental Quality,Final
Manganese,0.146,mg/L,2020-03-04,MONT_PPL_WQX-21SP-2,Montana PPL Corporation,Final
Manganese,0.058,mg/L,2020-11-17,21AWIC-2595,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.02,mg/L,2020-07-27,42SRBCWQ_WQX-UNNT000.5-4078,Susquehanna River Basin Commission,Final
Manganese,0.00226,mg/L,2020-07-07,EVR-RG_GRASMERE,EVR Operations Limited,Final
Manganese,0.031,mg/L,2020-07-08,21SC60WQ_WQX-CW-041,South Carolina Department of Environmental Services,Final
Manganese,0.017,mg/L,2020-12-17,21SC60WQ_WQX-MD-119,South Carolina Department of Environmental Services,Final
Manganese,0.053,mg/L,2020-10-13,21NDHDWQ_WQX-386016,North Dakota Department Of Environmental Quality,Final
Manganese,0.057,mg/L,2020-05-19,21NDHDWQ_WQX-380059,North Dakota Department Of Environmental Quality,Final
Manganese,0.00507,mg/L,2020-06-02,EVR-RG_DSELK_R2,EVR Operations Limited,Final
Manganese,0.16,mg/L,2020-04-07,AZDEQ_SW-1066,AZDEQ_SW,Final
Manganese,0.0131,mg/L,2020-07-13,42SRBCWQ_WQX-KTTL038.5-4177,Susquehanna River Basin Commission,Final
Manganese,0.0261,mg/L,2020-04-22,EVR-RG_ER,EVR Operations Limited,Final
Manganese,0.0102,mg/L,2020-04-14,WVDEP_WQX-9324,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0414,mg/L,2020-06-02,ARDEQH2O_WQX-RED0048A,Arkansas Department of Environmental Quality,Final
Manganese,0.00136,mg/L,2020-09-02,EVR-RG_USGOLD,EVR Operations Limited,Final
Manganese,4.22,mg/L,2020-03-05,MONT_PPL_WQX-84SP,Montana PPL Corporation,Final
Manganese,0.263,mg/L,2020-12-08,ARDEQH2O_WQX-RED0089,Arkansas Department of Environmental Quality,Final
Manganese,0.0054,mg/L,2020-04-14,EVR-RG_BORDER,EVR Operations Limited,Final
Manganese,0.26,mg/L,2020-09-24,WVDEP_WQX-16426,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.026,mg/L,2020-04-10,MONT_PPL_WQX-350D,Montana PPL Corporation,Final
Manganese,0.012,mg/L,2020-02-25,21FLORAN_WQX-SC3,Orange County Environmental (Florida),Final
Manganese,0.046,mg/L,2020-03-24,WVDEP_WQX-56,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.022,mg/L,2020-07-08,21FLORAN_WQX-A47,Orange County Environmental (Florida),Final
Manganese,0.1,mg/L,2020-07-21,SRSTEPA-SW-GR-460-01,Standing Rock Sioux Tribe,Final
Manganese,0.053,mg/L,2020-12-04,WVDEP_WQX-6616,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.006,mg/L,2020-11-02,MONT_PPL_WQX-1068A,Montana PPL Corporation,Final
Manganese,0.0002,mg/L,2020-12-02,EVR-RG_USGOLD,EVR Operations Limited,Final
Manganese,0.099,mg/L,2020-03-24,MONT_PPL_WQX-AR-6,Montana PPL Corporation,Final
Manganese,0.159,mg/L,2020-03-11,MONT_PPL_WQX-968D,Montana PPL Corporation,Final
Manganese,0.0838,mg/L,2020-08-04,USACOEND-COR10001,"U.S. Army Corps of Engineers, Nashville District",Final
Manganese,0.006,mg/L,2020-03-04,21FLORAN_WQX-A42,Orange County Environmental (Florida),Final
Manganese,0.396,mg/L,2020-06-11,21NDHDWQ_WQX-385559,North Dakota Department Of Environmental Quality,Final
Manganese,0.03843,mg/L,2020-01-03,11NPSWRD_WQX-GRSM_ND_PLA3,National Park Service Water Resources Division,Final
Manganese,0.06,mg/L,2020-11-19,MONT_PPL_WQX-143M,Montana PPL Corporation,Final
Manganese,0.00117,mg/L,2020-01-08,EVR-RG_USGOLD,EVR Operations Limited,Final
Manganese,0.0615,mg/L,2020-02-18,ARDEQH2O_WQX-ARK0033,Arkansas Department of Environmental Quality,Final
Manganese,0.061,mg/L,2020-03-31,MONT_PPL_WQX-143M,Montana PPL Corporation,Final
Manganese,0.063,mg/L,2020-12-09,21SC60WQ_WQX-S-024,South Carolina Department of Environmental Services,Final
Manganese,0.145,mg/L,2020-09-29,ARDEQH2O_WQX-RED0092,Arkansas Department of Environmental Quality,Final
Manganese,0.00099,mg/L,2020-10-05,EVR-RG_DSELK_R1,EVR Operations Limited,Final
Manganese,0.0368,mg/L,2020-06-09,ARDEQH2O_WQX-OUA0035,Arkansas Department of Environmental Quality,Final
Manganese,0.764,mg/L,2020-06-04,MDEQ_WQ_WQX-Y17AREFC04,Montana DEQ WQPB,Final
Manganese,0.026,mg/L,2020-08-17,MONT_PPL_WQX-2048D-CCR,Montana PPL Corporation,Final
Manganese,0.06,mg/L,2020-09-23,MDEQ_REM_WQX-SS-15A-2,Montana DEQ Remediation,Final
Manganese,0.057,mg/L,2020-08-13,42SRBCWQ_WQX-SUSQ022.2-3976,Susquehanna River Basin Commission,Final
Manganese,0.08,mg/L,2020-06-03,MDEQ_REM_WQX-SS-07,Montana DEQ Remediation,Final
Manganese,0.05,mg/L,2020-04-23,MONT_PPL_WQX-1157D,Montana PPL Corporation,Final
Manganese,0.102,mg/L,2020-03-18,MONT_PPL_WQX-2037D,Montana PPL Corporation,Final
Manganese,0.0049,mg/L,2020-09-30,UTAHDWQ_WQX-4995730,Utah Department Of Environmental Quality,Accepted
Manganese,0.014,mg/L,2020-07-28,WVDEP_WQX-8751,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.01,mg/L,2020-05-21,21NMEX_WQX-50Dalton003.9,NM Environmental Dept./SWQB,Final
Manganese,0.109,mg/L,2020-08-11,MONT_PPL_WQX-357A,Montana PPL Corporation,Final
Manganese,0.00458,mg/L,2020-02-14,EVR-RG_BORDER,EVR Operations Limited,Final
Manganese,0.0681,mg/L,2020-07-20,SOUTHUTE-PNR 13-6,Southern Ute Tribe,Final
Manganese,0.023,mg/L,2020-07-14,21AWIC-515,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.01,mg/L,2020-05-07,MONT_PPL_WQX-595D,Montana PPL Corporation,Final
Manganese,0.013,mg/L,2020-11-09,WVDEP_WQX-8732,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.041,mg/L,2020-06-09,WVDEP_WQX-6609,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0402,mg/L,2020-09-22,ARDEQH2O_WQX-ARK0046,Arkansas Department of Environmental Quality,Final
Manganese,1.41,mg/L,2020-11-11,MONT_PPL_WQX-647D,Montana PPL Corporation,Final
Manganese,0.116,mg/L,2020-10-20,21AWIC-2851,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,4.14,mg/L,2020-10-20,OREGONDEQ-41032-ORDEQ,Department of Environmental Quality - State of Oregon,Final
Manganese,0.0245,mg/L,2020-06-09,EVR-RG_GRASMERE,EVR Operations Limited,Final
Manganese,0.064,mg/L,2020-10-13,MONT_PPL_WQX-1143D,Montana PPL Corporation,Final
Manganese,0.0166,mg/L,2020-05-21,EVR-RG_GRASMERE,EVR Operations Limited,Final
Manganese,0.0436,mg/L,2020-12-15,ARDEQH2O_WQX-OUA0044,Arkansas Department of Environmental Quality,Final
Manganese,0.00358,mg/L,2020-02-12,EVR-RG_GRASMERE,EVR Operations Limited,Final
Manganese,0.0043,mg/L,2020-11-04,21FLORAN_WQX-LW11,Orange County Environmental (Florida),Final
Manganese,0.016,mg/L,2020-01-21,21SC60WQ_WQX-E-111,South Carolina Department of Environmental Services,Final
Manganese,0.00046,mg/L,2020-06-09,EVR-RG_BORDER,EVR Operations Limited,Final
Manganese,0.0234,mg/L,2020-10-27,ARDEQH2O_WQX-WHI0123,Arkansas Department of Environmental Quality,Final
Manganese,0.0505,mg/L,2020-08-04,ARDEQH2O_WQX-RED0048A,Arkansas Department of Environmental Quality,Final
Manganese,0.002,mg/L,2020-02-20,21NMEX_WQX-36Unnamed002.0,NM Environmental Dept./SWQB,Final
Manganese,0.118,mg/L,2020-09-23,MDEQ_REM_WQX-SS-14,Montana DEQ Remediation,Final
Manganese,0.083,mg/L,2020-09-23,MDEQ_REM_WQX-SS-17D,Montana DEQ Remediation,Final
Manganese,0.035,mg/L,2020-08-20,MTVOLWQM_WQX-ELKMM_EK25,Montana Volunteer Water Quality Monitoring,Final
Manganese,0.011,mg/L,2020-05-14,21SC60WQ_WQX-CW-230,South Carolina Department of Environmental Services,Final
Manganese,0.004,mg/L,2020-06-24,21NMEX_WQX-50PecosR666.7,NM Environmental Dept./SWQB,Final
Manganese,5.0,mg/L,2020-11-16,MONT_PPL_WQX-IW47-SP-W,Montana PPL Corporation,Final
Manganese,0.0753,mg/L,2020-12-08,ARDEQH2O_WQX-RED0004A,Arkansas Department of Environmental Quality,Final
Manganese,1.12,mg/L,2020-03-23,MONT_PPL_WQX-142R,Montana PPL Corporation,Final
Manganese,0.161,mg/L,2020-02-11,MONT_PPL_WQX-1125D,Montana PPL Corporation,Final
Manganese,0.59,mg/L,2020-03-31,MONT_PPL_WQX-IW4-A-N,Montana PPL Corporation,Final
Manganese,0.03,mg/L,2020-09-24,WASHNVCA_WQX-SC02,Washoe Tribe of Nevada and California,Final
Manganese,0.014,mg/L,2020-07-16,21AWIC-5190,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.313,mg/L,2020-05-13,21AWIC-1133,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,1.97,mg/L,2020-03-05,MONT_PPL_WQX-161SP-CCR,Montana PPL Corporation,Final
Manganese,0.0117,mg/L,2020-04-09,EVR-RG_USGOLD_R1,EVR Operations Limited,Final
Manganese,0.0155,mg/L,2020-05-21,EVR-RG_GRASMERE,EVR Operations Limited,Final
Manganese,0.00162,mg/L,2020-05-26,EVR-RG_USGOLD,EVR Operations Limited,Final
Manganese,0.15,mg/L,2020-09-09,21SC60WQ_WQX-SV-370,South Carolina Department of Environmental Services,Final
Manganese,0.279,mg/L,2020-05-21,MIDNITE_2-MWCD-02a,Midnite Mine Environmental Data,Final
Manganese,0.01,mg/L,2020-08-19,21NDHDWQ_WQX-385169,North Dakota Department Of Environmental Quality,Final
Manganese,0.0033,mg/L,2020-06-09,EVR-RG_DSELK,EVR Operations Limited,Final
Manganese,0.193,mg/L,2020-10-20,MONT_PPL_WQX-1106D,Montana PPL Corporation,Final
Manganese,0.052,mg/L,2020-07-13,21AWIC-717,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.013,mg/L,2020-06-17,21SC60WQ_WQX-PD-055,South Carolina Department of Environmental Services,Final
Manganese,0.0055,mg/L,2020-09-28,21FLORAN_WQX-A29,Orange County Environmental (Florida),Final
Manganese,0.052,mg/L,2020-07-21,21AWIC-880,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.058,mg/L,2020-05-01,MONT_PPL_WQX-608D,Montana PPL Corporation,Final
Manganese,0.54,mg/L,2020-06-22,WVDEP_WQX-17331,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.043,mg/L,2020-08-04,21SC60WQ_WQX-PD-097,South Carolina Department of Environmental Services,Final
Manganese,0.0239,mg/L,2020-03-02,EVR-RG_DSELK_R1,EVR Operations Limited,Final
Manganese,0.0851,mg/L,2020-05-05,ARDEQH2O_WQX-ARK0033,Arkansas Department of Environmental Quality,Final
Manganese,0.062,mg/L,2020-02-25,MONT_PPL_WQX-38M,Montana PPL Corporation,Final
Manganese,0.0394,mg/L,2020-12-08,ARDEQH2O_WQX-OUA0245,Arkansas Department of Environmental Quality,Final
Manganese,0.0912,mg/L,2020-03-10,ARDEQH2O_WQX-RED0004A,Arkansas Department of Environmental Quality,Final
Manganese,0.0062,mg/L,2020-01-09,AZDEQ_SW-1122,AZDEQ_SW,Final
Manganese,0.0035,mg/L,2020-03-30,21FLORAN_WQX-LW20,Orange County Environmental (Florida),Final
Manganese,0.016,mg/L,2020-05-26,EVR-RG_GRASMERE,EVR Operations Limited,Final
Manganese,0.00067,mg/L,2020-12-02,EVR-RG_USGOLD_L1,EVR Operations Limited,Final
Manganese,0.0094,mg/L,2020-11-09,WVDEP_WQX-6632,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0569,mg/L,2020-01-06,ARDEQH2O_WQX-RED0091,Arkansas Department of Environmental Quality,Final
Manganese,0.859,mg/L,2020-06-24,21NDHDWQ_WQX-381172,North Dakota Department Of Environmental Quality,Final
Manganese,0.039,mg/L,2020-10-09,21NDHDWQ_WQX-381205,North Dakota Department Of Environmental Quality,Final
Manganese,0.00043,mg/L,2020-12-01,EVR-RG_DSELK_R1,EVR Operations Limited,Final
Manganese,0.0585,mg/L,2020-12-08,ARDEQH2O_WQX-OUA0229,Arkansas Department of Environmental Quality,Final
Manganese,0.907,mg/L,2020-08-18,ARDEQH2O_WQX-OUA0239,Arkansas Department of Environmental Quality,Final
Manganese,0.093,mg/L,2020-09-08,ARDEQH2O_WQX-RED0002,Arkansas Department of Environmental Quality,Final
Manganese,1.79,mg/L,2020-09-28,MONT_PPL_WQX-124 A-P,Montana PPL Corporation,Final
Manganese,0.076,mg/L,2020-06-29,GLIFWC-WI-01,Great Lakes Indian Fish and Wildlife Commission (Volunteer),Final
Manganese,0.0712,mg/L,2020-09-29,ARDEQH2O_WQX-OUA0118,Arkansas Department of Environmental Quality,Final
Manganese,0.0749,mg/L,2020-07-07,ARDEQH2O_WQX-OUA0228,Arkansas Department of Environmental Quality,Final
Manganese,0.00156,mg/L,2020-04-14,EVR-RG_USGOLD,EVR Operations Limited,Final
Manganese,0.0322,mg/L,2020-03-08,11NPSWRD_WQX-GRSM_ND_TF,National Park Service Water Resources Division,Final
Manganese,0.048,mg/L,2020-06-08,21SC60WQ_WQX-RS-20533,South Carolina Department of Environmental Services,Final
Manganese,0.2,mg/L,2020-08-13,21NDHDWQ_WQX-551229,North Dakota Department Of Environmental Quality,Final
Manganese,0.049,mg/L,2020-11-16,21SC60WQ_WQX-MD-049,South Carolina Department of Environmental Services,Final
Manganese,0.877,mg/L,2020-07-21,ARDEQH2O_WQX-RED0067,Arkansas Department of Environmental Quality,Final
Manganese,6.28,mg/L,2020-11-11,MONT_PPL_WQX-1127D,Montana PPL Corporation,Final
Manganese,0.0532,mg/L,2020-01-06,ARDEQH2O_WQX-OUA0241,Arkansas Department of Environmental Quality,Final
Manganese,0.027,mg/L,2020-05-05,21FLORAN_WQX-BC5,Orange County Environmental (Florida),Final
Manganese,0.0199,mg/L,2020-06-15,EVR-RG_KERRRD,EVR Operations Limited,Final
Manganese,0.12,mg/L,2020-08-26,21SC60WQ_WQX-CW-236,South Carolina Department of Environmental Services,Final
Manganese,0.0222,mg/L,2020-02-26,UTAHDWQ_WQX-5913630,Utah Department Of Environmental Quality,Accepted
Manganese,0.0171,mg/L,2020-05-20,EVR-RG_DSELK_R1,EVR Operations Limited,Final
Manganese,0.0304,mg/L,2020-12-01,ARDEQH2O_WQX-RED0021,Arkansas Department of Environmental Quality,Final
Manganese,0.1,mg/L,2020-08-20,SRSTEPA-SW-GR-2016-02,Standing Rock Sioux Tribe,Final
Manganese,0.269,mg/L,2020-06-24,21NDHDWQ_WQX-551107,North Dakota Department Of Environmental Quality,Final
Manganese,0.074,mg/L,2020-07-08,21AWIC-541,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.003,mg/L,2020-02-11,MONT_PPL_WQX-1086D,Montana PPL Corporation,Final
Manganese,0.057,mg/L,2020-02-27,21AWIC-1068,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.011,mg/L,2020-05-12,21FLORAN_WQX-RC44,Orange County Environmental (Florida),Final
Manganese,0.525,mg/L,2020-07-21,ARDEQH2O_WQX-RED0089,Arkansas Department of Environmental Quality,Final
Manganese,0.00018,mg/L,2020-11-04,EVR-RG_DSELK_L1,EVR Operations Limited,Final
Manganese,0.243,mg/L,2020-05-20,21NDHDWQ_WQX-380013,North Dakota Department Of Environmental Quality,Final
Manganese,0.804,mg/L,2020-03-24,MONT_PPL_WQX-193A,Montana PPL Corporation,Final
Manganese,0.116,mg/L,2020-05-19,ARDEQH2O_WQX-RED0063,Arkansas Department of Environmental Quality,Final
Manganese,0.11,mg/L,2020-02-25,WASHNVCA_WQX-SR07,Washoe Tribe of Nevada and California,Final
Manganese,0.026,mg/L,2020-05-14,21AWIC-880,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.009,mg/L,2020-10-16,MONT_PPL_WQX-582A,Montana PPL Corporation,Final
Manganese,0.001,mg/L,2020-04-27,MONT_PPL_WQX-1023AM,Montana PPL Corporation,Final
Manganese,0.174,mg/L,2020-06-30,ARDEQH2O_WQX-RED0092,Arkansas Department of Environmental Quality,Final
Manganese,0.001,mg/L,2020-11-11,MONT_PPL_WQX-1099D,Montana PPL Corporation,Final
Manganese,2.8,mg/L,2020-12-15,MONT_PPL_WQX-WECO DEWATERING WELL,Montana PPL Corporation,Final
Manganese,0.084,mg/L,2020-05-19,21SC60WQ_WQX-B-054,South Carolina Department of Environmental Services,Final
Manganese,0.082,mg/L,2020-07-28,ARDEQH2O_WQX-WHI0025,Arkansas Department of Environmental Quality,Final
Manganese,0.014,mg/L,2020-05-12,EVR-RG_GRASMERE,EVR Operations Limited,Final
Manganese,0.699,mg/L,2020-09-22,ARDEQH2O_WQX-OUA0005,Arkansas Department of Environmental Quality,Final
Manganese,12.03,mg/L,2020-07-23,42SRBCWQ_WQX-WEBE000.1-4178,Susquehanna River Basin Commission,Final
Manganese,3.38,mg/L,2020-02-26,MONT_PPL_WQX-645D,Montana PPL Corporation,Final
Manganese,0.376,mg/L,2020-07-14,ARDEQH2O_WQX-UWDPC01,Arkansas Department of Environmental Quality,Final
Manganese,0.012,mg/L,2020-02-17,21FLORAN_WQX-BC17SW,Orange County Environmental (Florida),Final
Manganese,0.019,mg/L,2020-01-16,21SC60WQ_WQX-PD-353,South Carolina Department of Environmental Services,Final
